,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,-0.084228515625,0.1656494140625,-0.970947265625,0.7171630859375,-0.213623046875,6.7596435546875
1,-0.1351318359375,0.8201904296875,-0.6123046875,-26.9927978515625,-9.674072265625,-49.3011474609375
2,-0.2144775390625,0.87353515625,-0.587890625,-31.2652587890625,-13.4429931640625,-52.032470703125
3,0.098876953125,0.80126953125,-0.7874755859375,-24.932861328125,-4.1961669921875,-35.7513427734375
4,-0.102783203125,0.787109375,-0.7662353515625,-12.8021240234375,4.9285888671875,-16.1895751953125
5,-0.1690673828125,0.630615234375,-0.6187744140625,6.2103271484375,14.7857666015625,9.6282958984375
6,-0.13916015625,0.56982421875,-0.737060546875,29.6478271484375,23.9410400390625,36.6058349609375
7,-0.038818359375,0.569580078125,-0.686279296875,65.4449462890625,32.1197509765625,66.741943359375
8,0.0501708984375,0.6441650390625,-0.7484130859375,66.5283203125,28.564453125,61.2640380859375
9,-0.0379638671875,0.6317138671875,-0.6273193359375,55.11474609375,19.95849609375,44.7998046875
10,0.077880859375,0.6900634765625,-0.7657470703125,35.4766845703125,7.9498291015625,23.8037109375
11,-0.26611328125,0.738037109375,-0.413818359375,-8.1634521484375,-18.6767578125,-10.2386474609375
12,-0.1182861328125,0.65966796875,-0.593505859375,-24.169921875,-30.3802490234375,-18.12744140625
13,-0.0784912109375,0.7425537109375,-0.7130126953125,-33.782958984375,-38.63525390625,-20.233154296875
14,-0.22607421875,0.719482421875,-0.685791015625,-36.102294921875,-41.50390625,-17.2882080078125
15,-0.175537109375,0.7606201171875,-0.7237548828125,-23.3001708984375,-30.975341796875,-2.2430419921875
16,-0.184814453125,0.7196044921875,-0.633544921875,-13.3819580078125,-21.026611328125,5.2947998046875
17,-0.1585693359375,0.6920166015625,-0.594970703125,-4.486083984375,-11.3677978515625,10.2691650390625
18,-0.0699462890625,0.6881103515625,-0.637939453125,0.9002685546875,-4.1046142578125,10.986328125
19,-0.169677734375,0.760498046875,-0.683837890625,0.0152587890625,0.9002685546875,3.021240234375
20,-0.1932373046875,0.793212890625,-0.6624755859375,-2.838134765625,0.1983642578125,-0.0457763671875
21,-0.1522216796875,0.70361328125,-0.6583251953125,-4.4403076171875,-0.0457763671875,0.4425048828125
22,-0.06005859375,0.750732421875,-0.7030029296875,-3.7384033203125,0.91552734375,3.8909912109375
23,-0.204345703125,0.7623291015625,-0.62109375,-0.1373291015625,3.5858154296875,7.965087890625
24,-0.150390625,0.7095947265625,-0.6583251953125,-0.030517578125,2.86865234375,5.67626953125
25,-0.12109375,0.770751953125,-0.6484375,-0.946044921875,1.7242431640625,1.556396484375
26,-0.139892578125,0.8416748046875,-0.7001953125,-2.0751953125,1.5106201171875,-2.410888671875
27,-0.17919921875,0.689208984375,-0.623291015625,-4.2724609375,4.302978515625,-10.2996826171875
28,-0.1900634765625,0.7076416015625,-0.612548828125,-6.927490234375,3.5858154296875,-15.8538818359375
29,-0.2513427734375,0.8125,-0.6439208984375,-11.0321044921875,0.213623046875,-22.216796875
30,-0.222412109375,0.77490234375,-0.592041015625,-14.9078369140625,-3.753662109375,-26.9317626953125
31,0.0264892578125,0.7896728515625,-0.7344970703125,-16.754150390625,-3.60107421875,-25.115966796875
32,-0.1444091796875,0.8140869140625,-0.8341064453125,-12.26806640625,2.4566650390625,-16.357421875
33,0.007568359375,0.66259765625,-0.8759765625,-1.9683837890625,12.4053955078125,-1.373291015625
34,-0.1292724609375,0.561767578125,-0.594482421875,14.129638671875,24.6429443359375,16.6473388671875
35,-0.0076904296875,0.579345703125,-0.69775390625,51.177978515625,45.166015625,44.3267822265625
36,0.014892578125,0.666015625,-0.69677734375,59.4940185546875,46.1578369140625,44.647216796875
37,0.0916748046875,0.6649169921875,-0.7279052734375,55.8624267578125,38.8641357421875,36.07177734375
38,0.053466796875,0.7158203125,-0.826416015625,41.7633056640625,24.993896484375,8.4381103515625
39,-0.21630859375,0.6737060546875,-0.5494384765625,2.227783203125,-6.5155029296875,-3.5552978515625
40,-0.0863037109375,0.5384521484375,-0.6009521484375,-13.702392578125,-20.2178955078125,-11.627197265625
41,-0.0474853515625,0.747802734375,-0.702880859375,-23.834228515625,-30.303955078125,-15.31982421875
42,-0.232177734375,0.739501953125,-0.7718505859375,-27.6336669921875,-35.94970703125,-11.0626220703125
43,-0.1884765625,0.764892578125,-0.64111328125,-23.49853515625,-30.6396484375,-5.2947998046875
44,-0.0213623046875,0.7603759765625,-0.736572265625,-17.791748046875,-21.5301513671875,0.244140625
45,-0.0816650390625,0.8004150390625,-0.705810546875,-12.7716064453125,-11.8865966796875,3.204345703125
46,-0.0106201171875,0.630126953125,-0.6907958984375,-9.6893310546875,-2.3193359375,-2.13623046875
47,-0.108642578125,0.718017578125,-0.6763916015625,-10.467529296875,-3.8909912109375,-7.7667236328125
48,-0.2581787109375,0.72119140625,-0.6480712890625,-10.6658935546875,-7.87353515625,-12.0086669921875
49,-0.2178955078125,0.7860107421875,-0.63525390625,-9.033203125,-11.5509033203125,-13.18359375
50,-0.0960693359375,0.7119140625,-0.6766357421875,-1.190185546875,-10.009765625,-5.9051513671875
51,-0.1351318359375,0.733642578125,-0.64990234375,2.6397705078125,-4.8675537109375,-0.9765625
