,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,-1.5943603515625,1.25390625,-2.90625,109.375,398.4222412109375,-207.1075439453125
1,-1.4381103515625,1.03515625,-3.5,105.46875,402.3284912109375,-207.1075439453125
2,-0.4693603515625,0.94140625,-3.6875,105.46875,402.3284912109375,-207.1075439453125
3,-1.1881103515625,1.00390625,-3.28125,109.375,402.3284912109375,-207.1075439453125
4,-1.2818603515625,1.22265625,-3.4375,109.375,398.4222412109375,-211.0137939453125
5,-1.0943603515625,0.44140625,-3.09375,105.46875,398.4222412109375,-211.0137939453125
6,-1.0318603515625,0.91015625,-3.21875,105.46875,394.5159912109375,-211.0137939453125
7,-1.3131103515625,1.03515625,-3.5625,105.46875,398.4222412109375,-211.0137939453125
8,-0.7506103515625,1.00390625,-2.8125,105.46875,402.3284912109375,-211.0137939453125
9,-1.1881103515625,1.03515625,-2.40625,105.46875,406.2347412109375,-211.0137939453125
10,-1.3756103515625,1.00390625,-3.65625,105.46875,410.1409912109375,-211.0137939453125
11,-1.7506103515625,0.72265625,-3.65625,105.46875,406.2347412109375,-207.1075439453125
12,-1.2193603515625,0.94140625,-3.375,105.46875,406.2347412109375,-207.1075439453125
13,-1.2193603515625,0.84765625,-2.84375,105.46875,402.3284912109375,-207.1075439453125
14,-1.8443603515625,0.87890625,-2.8125,105.46875,402.3284912109375,-207.1075439453125
15,-1.3443603515625,0.81640625,-3.375,109.375,398.4222412109375,-211.0137939453125
16,-1.0943603515625,1.22265625,-3.53125,109.375,398.4222412109375,-211.0137939453125
17,-0.4693603515625,1.06640625,-3.59375,109.375,398.4222412109375,-207.1075439453125
18,-1.4381103515625,0.69140625,-3.6875,109.375,398.4222412109375,-207.1075439453125
19,3.3089599609375,2.220703125,-0.75,140.6097412109375,-128.90625,140.5487060546875
20,-1.0631103515625,0.91015625,-3.28125,105.46875,402.3284912109375,-207.1075439453125
21,-0.8131103515625,0.94140625,-3.34375,105.46875,402.3284912109375,-207.1075439453125
22,-1.2193603515625,1.03515625,-2.90625,109.375,402.3284912109375,-207.1075439453125
23,-1.7506103515625,1.06640625,-3.0625,109.375,398.4222412109375,-211.0137939453125
24,-1.3756103515625,1.37890625,-3.59375,105.46875,398.4222412109375,-211.0137939453125
25,-1.3131103515625,0.41015625,-2.9375,101.5625,398.4222412109375,-211.0137939453125
26,-1.5318603515625,1.34765625,-2.1875,101.5625,398.4222412109375,-207.1075439453125
27,-1.1568603515625,1.50390625,-3.34375,101.5625,398.4222412109375,-207.1075439453125
28,-0.7506103515625,1.72265625,-2.71875,105.46875,398.4222412109375,-203.2012939453125
29,-1.4068603515625,1.09765625,-3.0,105.46875,398.4222412109375,-203.2012939453125
30,-1.8756103515625,0.62890625,-3.75,105.46875,402.3284912109375,-203.2012939453125
31,-1.5318603515625,0.97265625,-3.09375,105.46875,402.3284912109375,-207.1075439453125
32,-1.3131103515625,1.06640625,-3.4375,105.46875,402.3284912109375,-207.1075439453125
33,-1.5943603515625,0.62890625,-3.4375,105.46875,398.4222412109375,-207.1075439453125
34,-1.6568603515625,1.28515625,-3.375,105.46875,398.4222412109375,-207.1075439453125
35,-1.0943603515625,1.09765625,-3.1875,105.46875,398.4222412109375,-207.1075439453125
36,-0.9693603515625,0.91015625,-3.28125,109.375,398.4222412109375,-203.2012939453125
37,-1.2193603515625,0.78515625,-3.34375,113.28125,398.4222412109375,-207.1075439453125
