acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp,evento
0.01058792826178787,-0.03767346032381391,1.020514109531384,-0.1749224304948173,0.3628495477076581,-0.19311729858259596,1625706677.0,Normal
0.0020799603063003987,-0.0480726291668281,1.0346122610521027,-0.17817539578072664,0.3479454082941937,-0.19345713508233364,1625706677.0,Normal
-0.003379667981988665,-0.04844911252281457,1.0399133405617278,-0.17817539578072664,0.3479454082941937,-0.19345713508233364,1625706677.0,Normal
-0.013443923167526014,-0.04370400806679266,1.0199888039621743,-0.16019391272439085,0.3657896551275301,-0.17762253108019102,1625706677.0,Normal
-0.022383041668147634,-0.03888987857076289,1.0036198321426435,-0.1603723404509113,0.36548077066519996,-0.16236791218658342,1625706677.0,Normal
-0.016820000053652747,-0.03516452991108726,1.0221979901874956,-0.15711937516500196,0.38038491007866443,-0.16202807568684574,1625706677.0,Normal
0.00937340496781315,-0.03742004077397787,1.0233134197902234,-0.1720263206619489,0.3771359181964623,-0.1622682242956431,1625706677.0,Normal
0.0021374373221940725,-0.02141118122330868,1.030879161057012,-0.1901862314448052,0.3589827869007957,-0.16284820940417813,1625706677.0,Normal
0.016142519147338587,-0.00568250518305447,1.0145111486023155,-0.20816771450114102,0.3411385400674593,-0.1786828134063208,1625706677.0,Normal
0.007276664575329616,-0.008927887149826732,1.0115333488232494,-0.22632762528399733,0.3229854087717927,-0.17926279851485583,1625706677.0,Normal
-0.001094543169345881,-0.015379091752896989,1.016066849717046,-0.28577697954526465,0.3102983257053144,-0.19547801184365288,1625706677.0,Normal
-0.009910575604926357,-0.01618438734548648,1.017046358843216,-0.3155908705391586,0.30380034194091016,-0.19595830906124762,1625706677.0,Normal
-0.010272670648077136,-0.013184194193504868,1.0163702511204327,-0.3454047615330525,0.29730235817650597,-0.19643860627884235,1625706677.0,Normal
-0.010002758580731652,-0.018984538009454103,1.0393335555047238,-0.34233022397366364,0.3118976131276403,-0.18084415088549707,1625706677.0,Normal
0.0005991148438608956,-0.0154407068176673,1.0468555403093531,-0.28767206389857425,0.36666589147697004,-0.19435881445349953,1625706677.0,Normal
0.00869512610602442,-0.010291909793797242,1.0098128689602528,-0.24277279968121293,0.3767217515859065,-0.208892987520715,1625706677.0,Normal
