,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,addx,addy,timestamp
0,-0.2318115234375,-0.0162353515625,1.0606689453125,0.1654815673828125,0.2338409423828125,-0.255584716796875,0.0,0.0,1624413479.993647
1,-0.2474365234375,-0.074462890625,1.11328125,0.1807403564453125,0.3711700439453125,-0.255584716796875,0.0,0.0,1624413480.043508
2,-0.2060546875,0.00439453125,1.0772705078125,0.0891876220703125,1.0425567626953125,-0.225067138671875,0.0,0.0,1624413480.094641
3,-0.232177734375,0.0201416015625,1.0594482421875,0.0,1.3019561767578125,-0.209808349609375,0.0,0.0,1624413480.144785
4,-0.199951171875,-0.0316162109375,1.01318359375,0.0,1.3172149658203125,-0.225067138671875,0.0,0.0,1624413480.1949232
5,-0.208251953125,-0.0196533203125,1.0245361328125,0.0,1.0578155517578125,-0.255584716796875,0.0,0.0,1624413480.246059
6,-0.162109375,0.0018310546875,1.025390625,-0.0328826904296875,-0.1323699951171875,-0.438690185546875,0.0,0.0,1624413480.296361
7,-0.125,-0.0777587890625,1.042724609375,-0.0939178466796875,-0.7732391357421875,-0.576019287109375,0.0,0.0,1624413480.345616
8,-0.1820068359375,-0.04296875,1.075927734375,-0.1549530029296875,-1.2004852294921875,-0.728607177734375,0.0,0.0,1624413480.397065
9,-0.1705322265625,-0.0186767578125,1.056884765625,-0.1854705810546875,-1.2920379638671875,-0.881195068359375,0.0,0.0,1624413480.44717
10,-0.1881103515625,0.0045166015625,1.010009765625,-0.1549530029296875,-0.4680633544921875,-1.079559326171875,0.0,0.0,1624413480.497233
11,-0.168701171875,-0.0106201171875,0.9951171875,-0.0939178466796875,0.1880645751953125,-1.125335693359375,0.0,0.0,1624413480.548053
12,-0.1983642578125,0.0284423828125,1.013916015625,-0.0328826904296875,0.7678985595703125,-1.125335693359375,0.0,0.0,1624413480.597727
13,-0.1695556640625,-0.003662109375,1.001953125,0.0,1.1341094970703125,-1.094818115234375,0.0,0.0,1624413480.648994
14,-0.1588134765625,0.0155029296875,1.0460205078125,0.0586700439453125,1.2104034423828125,-1.064300537109375,0.0,0.0,1624413480.699235
15,-0.167236328125,-0.0404052734375,1.05078125,0.0891876220703125,1.0120391845703125,-1.064300537109375,0.0,0.0,1624413480.749596
16,-0.1658935546875,-0.0177001953125,1.0345458984375,0.0586700439453125,0.7831573486328125,-1.079559326171875,0.0,0.0,1624413480.799472
17,-0.150146484375,-0.005615234375,1.0384521484375,0.0434112548828125,0.5390167236328125,-1.079559326171875,0.0,0.0,1624413480.850476
18,-0.1697998046875,-0.02099609375,1.04248046875,0.0891876220703125,0.3253936767578125,-1.079559326171875,0.0,0.0,1624413480.900127
19,-0.168701171875,0.009521484375,1.0010986328125,0.3485870361328125,-0.1323699951171875,-0.988006591796875,0.0,0.0,1624413480.950484
20,-0.1312255859375,-0.0098876953125,1.024658203125,0.5011749267578125,-0.3765106201171875,-0.942230224609375,0.0,0.0,1624413481.000956
21,-0.1512451171875,-0.022216796875,1.060302734375,0.5774688720703125,-0.5748748779296875,-0.926971435546875,0.0,0.0,1624413481.051459
22,-0.1556396484375,0.0191650390625,1.022216796875,0.6079864501953125,-0.7122039794921875,-0.942230224609375,0.0,0.0,1624413481.10181
23,-0.1788330078125,-0.06884765625,1.037841796875,0.5774688720703125,-0.5901336669921875,-1.049041748046875,0.0,0.0,1624413481.152775
24,-0.1141357421875,0.02783203125,1.0272216796875,0.5316925048828125,-0.3307342529296875,-1.094818115234375,0.0,0.0,1624413481.202775
25,-0.1446533203125,-0.0126953125,1.063232421875,0.5011749267578125,0.0,-1.094818115234375,0.0,0.0,1624413481.253336
26,-0.1494140625,-0.06005859375,1.062744140625,0.4401397705078125,0.3559112548828125,-1.079559326171875,0.0,0.0,1624413481.303474
27,-0.0906982421875,0.025634765625,1.053466796875,0.2417755126953125,0.8441925048828125,-0.972747802734375,0.0,0.0,1624413481.354311
28,-0.1319580078125,-0.0587158203125,1.0350341796875,0.1654815673828125,0.8594512939453125,-0.942230224609375,0.0,0.0,1624413481.404109
29,-0.1212158203125,0.0235595703125,1.0704345703125,0.1349639892578125,0.7068634033203125,-0.926971435546875,0.0,0.0,1624413481.454951
30,-0.0919189453125,0.0421142578125,1.007080078125,0.1959991455078125,0.4322052001953125,-0.911712646484375,0.0,0.0,1624413481.504992
31,-0.0916748046875,-0.021484375,1.033935546875,0.4096221923828125,-0.1628875732421875,-0.911712646484375,0.0,0.0,1624413481.555387
32,-0.1109619140625,-0.0322265625,1.0557861328125,0.3943634033203125,-0.3459930419921875,-0.926971435546875,0.0,0.0,1624413481.606313
33,-0.0831298828125,-0.0767822265625,1.03466796875,0.2875518798828125,-0.3917694091796875,-0.942230224609375,0.0,0.0,1624413481.65639
34,-0.1019287109375,0.017333984375,1.0762939453125,0.1502227783203125,-0.3154754638671875,-0.988006591796875,0.0,0.0,1624413481.706726
35,-0.0972900390625,-0.0462646484375,0.921142578125,0.0739288330078125,0.0965118408203125,-1.033782958984375,0.0,0.0,1624413481.7568722
36,-0.130126953125,0.0023193359375,1.173095703125,0.1502227783203125,0.3101348876953125,-1.018524169921875,0.0,0.0,1624413481.807821
37,-0.1234130859375,-0.01611328125,1.0645751953125,0.3333282470703125,0.4932403564453125,-0.972747802734375,0.0,0.0,1624413481.8579571
38,-0.1407470703125,0.0211181640625,1.0927734375,0.6385040283203125,0.5695343017578125,-0.911712646484375,0.0,0.0,1624413481.908231
39,-0.1097412109375,-0.00634765625,1.150146484375,1.0657501220703125,0.5390167236328125,-0.835418701171875,0.0,0.0,1624413481.958241
40,-0.161376953125,0.0107421875,1.142333984375,1.8439483642578125,0.1117706298828125,-0.667572021484375,0.0,0.0,1624413482.009085
41,-0.067626953125,-0.0244140625,1.0880126953125,1.8592071533203125,-0.2544403076171875,-0.591278076171875,0.0,0.0,1624413482.059016
42,-0.1287841796875,0.0391845703125,1.00732421875,1.6303253173828125,-0.6816864013671875,-0.514984130859375,0.0,0.0,1624413482.109926
43,-0.099609375,0.050537109375,0.99365234375,1.3098907470703125,-1.0936737060546875,-0.453948974609375,0.0,0.0,1624413482.160242
44,-0.0458984375,0.028076171875,1.0721435546875,0.6842803955078125,-1.3683319091796875,-0.362396240234375,0.0,0.0,1624413482.210608
45,-0.0885009765625,0.072998046875,1.031982421875,0.4248809814453125,-1.0478973388671875,-0.331878662109375,0.0,0.0,1624413482.260996
46,-0.127197265625,0.0115966796875,1.095458984375,0.1654815673828125,-0.3917694091796875,-0.347137451171875,0.0,0.0,1624413482.31144
47,-0.124755859375,-0.048828125,1.0350341796875,-0.0939178466796875,0.4779815673828125,-0.423431396484375,0.0,0.0,1624413482.361788
48,-0.1485595703125,0.0560302734375,1.0703125,-0.5364227294921875,2.1564483642578125,-0.667572021484375,0.0,0.0,1624413482.4118571
49,-0.07861328125,-0.0634765625,0.9786376953125,-0.7347869873046875,2.5684356689453125,-0.774383544921875,0.0,0.0,1624413482.461859
50,-0.087646484375,0.0118408203125,0.9674072265625,-0.9026336669921876,2.5684356689453125,-0.820159912109375,0.0,0.0,1624413482.513267
51,-0.0950927734375,0.0142822265625,1.0645751953125,-1.0094451904296875,2.2480010986328125,-0.835418701171875,0.0,0.0,1624413482.56352
52,-0.076416015625,-0.0498046875,1.1182861328125,-1.0552215576171875,1.2866973876953125,-0.682830810546875,0.0,0.0,1624413482.61308
53,-0.0203857421875,0.09130859375,0.997802734375,-0.9636688232421876,0.9357452392578124,-0.560760498046875,0.0,0.0,1624413482.663548
54,-0.2149658203125,-0.059326171875,1.140380859375,-0.7805633544921875,0.7373809814453125,-0.408172607421875,0.0,0.0,1624413482.71399
