acc_x_mean_1,acc_x_mean_2,acc_x_mean_3,acc_x_mean_4,acc_x_median_1,acc_x_median_2,acc_x_median_3,acc_x_median_4,acc_x_std_1,acc_x_std_2,acc_x_std_3,acc_x_std_4,acc_x_tendency_1,acc_x_tendency_2,acc_x_tendency_3,acc_y_mean_1,acc_y_mean_2,acc_y_mean_3,acc_y_mean_4,acc_y_median_1,acc_y_median_2,acc_y_median_3,acc_y_median_4,acc_y_std_1,acc_y_std_2,acc_y_std_3,acc_y_std_4,acc_y_tendency_1,acc_y_tendency_2,acc_y_tendency_3,acc_z_mean_1,acc_z_mean_2,acc_z_mean_3,acc_z_mean_4,acc_z_median_1,acc_z_median_2,acc_z_median_3,acc_z_median_4,acc_z_std_1,acc_z_std_2,acc_z_std_3,acc_z_std_4,acc_z_tendency_1,acc_z_tendency_2,acc_z_tendency_3,gyro_x_mean_1,gyro_x_mean_2,gyro_x_mean_3,gyro_x_mean_4,gyro_x_median_1,gyro_x_median_2,gyro_x_median_3,gyro_x_median_4,gyro_x_std_1,gyro_x_std_2,gyro_x_std_3,gyro_x_std_4,gyro_x_tendency_1,gyro_x_tendency_2,gyro_x_tendency_3,gyro_y_mean_1,gyro_y_mean_2,gyro_y_mean_3,gyro_y_mean_4,gyro_y_median_1,gyro_y_median_2,gyro_y_median_3,gyro_y_median_4,gyro_y_std_1,gyro_y_std_2,gyro_y_std_3,gyro_y_std_4,gyro_y_tendency_1,gyro_y_tendency_2,gyro_y_tendency_3,gyro_z_mean_1,gyro_z_mean_2,gyro_z_mean_3,gyro_z_mean_4,gyro_z_median_1,gyro_z_median_2,gyro_z_median_3,gyro_z_median_4,gyro_z_std_1,gyro_z_std_2,gyro_z_std_3,gyro_z_std_4,gyro_z_tendency_1,gyro_z_tendency_2,gyro_z_tendency_3,timeStamp,evento
-0.2291709146939289,-0.2422488820692339,-0.2180822742854294,-0.2314341727957966,-0.2110351276828225,-0.2296282766890054,-0.2257226560159969,-0.243012470639917,0.0873985070187756,0.0835626882007171,0.0899046933253926,0.0826586115966268,1.0570664361695787,0.9516141024121274,1.0098758522864493,-0.0604414119940088,-0.0516006901321161,-0.0396056302652776,-0.0508148711943452,-0.0553130638306132,-0.0533418418813115,-0.0462158669783885,-0.056056563565742,0.0379325205344545,0.0349067429049878,0.0406139153087957,0.0404164956823209,0.8537307192166688,0.6552730811319141,0.840729385994195,1.1285340154188943,1.0524894648189207,1.0418140379865797,1.0416303304247865,1.1351260762702864,1.036924255052132,1.0312816499825548,1.035773968354489,0.0422684312571189,0.0884608603043952,0.0774729903848117,0.0681782559271235,0.9326165188102488,0.9231569662522529,0.9229941820035874,1.185476090066858,-0.3239342089174363,-0.4927443617105045,-0.4331930843189667,1.3708781623202129,-0.0036114571613138,-0.5465521405145011,-0.3598307220703443,0.3608968719883627,1.6110558062016829,1.4089168921630988,1.2348471384281676,-0.2732524186963292,-0.4156510332340106,-0.3654169729349292,1.244505247261401,-0.706874854741121,-0.324212936392324,-0.7225156473344271,1.931089223112764,-1.300053060733552,0.2151473886570181,-0.794201611371916,1.1875075686236496,2.177687220869536,1.8770446755368844,1.8072274402536568,-0.5679966848646367,-0.2605155238242438,-0.5805645648536721,-18.63364016438954,-18.85717414326195,-19.425796366747885,-19.922597146391578,-18.385325005441064,-18.661874314472467,-19.68840093444326,-20.27769894042074,0.6933103988244252,0.7357362598647026,1.0049761249888325,1.2541035706080452,1.0119962592869858,1.0425121551865224,1.0691736542420385,1625620332.0,Normal
-0.2689630468421874,-0.2490669807680582,-0.2511536036602185,-0.2308024674246188,-0.2573465315195359,-0.2341908296011792,-0.233533897362014,-0.2296282766890054,0.0708777183840763,0.0820178544065121,0.0805499039553962,0.0883372123896698,0.9260267672168246,0.9337847953796474,0.8581196195328682,-0.0423752327937767,-0.0514083223938927,-0.048525537686003,-0.0402980308974023,-0.0467921362177122,-0.0510526000241627,-0.0513706199320098,-0.0465040015980503,0.0544346646518185,0.0477765750410188,0.0426490855377806,0.04448976311892,1.2131690849717929,1.1451391411147491,0.9509807555162412,0.9637165275831188,1.0461252715010063,1.02289848574032,1.0222896603857143,0.9526289402093808,1.0309168366752497,1.008178971710736,1.0099306848240697,0.0393047655814615,0.0919616415322154,0.0865048523995083,0.0776618844146262,1.0855113942318273,1.061410130949629,1.0607783836077709,-0.431589212434052,0.3769434388164029,-0.3598192100896416,-0.4774555743913914,-0.5111585338192421,0.423558155865009,-0.5111585338192421,-0.5288553371668716,0.3864972483687262,0.8908077153583037,1.3351789073932725,1.235650184546221,-0.8733847555886278,0.8337076083536794,1.1062731890323787,-2.4092212655321856,-0.5823580091353922,-1.2743236583381428,-0.8454650186772896,-2.293873480314674,-1.101721688114799,-2.008580872093406,-1.101721688114799,0.6587356457777966,2.0638514471373828,1.987508053075291,1.8884032668063344,0.2417204336799476,0.5289359165840879,0.3509287547694505,-20.039151776232124,-19.336395970310832,-19.251166687585343,-19.579135219118943,-20.311438471637366,-19.483820141020036,-19.29911899453604,-19.79284326922897,0.4720331596098314,0.9195721990147094,0.8634835921670561,0.9400664847394622,0.9649308606587425,0.9606777224183016,0.9770441103371056,1625620332.0,Normal
-0.1743717802172661,-0.2216674135297267,-0.2241685805844608,-0.2319581477994803,-0.206236542349796,-0.2094896232035432,-0.2110351276828225,-0.2132685091789278,0.0452088769628625,0.0759646213063329,0.0800359948801251,0.0805144240902405,1.2712344466147596,1.2855783218198966,1.330250499882848,0.0434310672804683,0.0005279172433458,-0.019795192502439,-0.0255363864443851,0.0131392937030979,-0.01677584595025,-0.0337880547787759,-0.0421054902905445,0.0647714337757832,0.0736200784954156,0.0701352996426061,0.0632340593009756,0.0121552905881097,-0.4557841596340705,-0.5879751072999596,1.0522527481642698,1.0079846378736943,1.0481677637220943,1.0302370513463075,1.01806513513025,1.006833022544371,1.01806513513025,1.0099306848240697,0.0647163018595421,0.069470841009686,0.0839188445261532,0.0825889259135238,0.9579301547391494,0.996117867642254,0.9790775582611972,-0.4353692574227529,-0.4334792349284024,0.1061725400700176,-0.3787067219229194,-0.5634744998629231,-0.5373165168410826,-0.1541596909055913,-0.5373165168410826,0.4565120670081557,0.4229601250063143,0.8632074521719121,1.1790666084669226,0.9956588058019098,-0.2438677932808696,0.8698517763168268,0.4122060212777521,-0.9985076221272168,-0.250836665664344,-0.852691238434169,0.5860231555695959,-0.8617710924881056,0.145758772339169,-1.101721688114799,0.4704302637113528,1.522409808726229,1.77009497219582,1.8844864145372544,-2.4223508890822427,-0.6085225656985869,-2.0686045191455604,-19.51501948966184,-19.777085632946985,-19.395937143427837,-19.317129888104468,-19.602021998151784,-19.70614684592404,-19.602021998151784,-19.474129394590086,0.2513688095332825,0.4600863555301966,0.7693467455325481,0.7668460970273084,1.0134289460189354,0.9938979130255498,0.98985962572765,1625620332.0,Normal
-0.2104997200740825,-0.1924357501456743,-0.217944849044512,-0.2207513654568662,-0.2325969018047237,-0.2094896232035432,-0.2127427040572904,-0.2118889158700564,0.0469276305353426,0.0494907015663232,0.067888621545809,0.0734159591774074,0.9141853018994476,1.035368830741482,1.0487014680075386,-0.0163156139394512,0.0135577266705085,-0.0050865931509198,-0.0189252978616921,-0.0255369408811514,-0.0009115307961568,-0.0218129114810611,-0.0296624978299636,0.0277969442989936,0.0581069776538471,0.0627206462272925,0.0623270235942399,-0.8309663810888454,0.3117622891664803,1.1599500902586692,1.0017056515873646,1.026979199875817,1.0058916424449178,1.0365522356884118,1.0051932561013115,1.0094830590071104,1.0054870733780057,1.0125807212868094,0.0191617130774807,0.054004052906317,0.0578672346221334,0.0760153513211194,1.0252305138225013,1.004178863172949,1.0347872491742731,0.7714858621324088,0.1680583023548279,-0.0318242025747986,0.2725008705856155,0.9392222633868322,0.2849861055385494,-0.1541596909055913,0.2849861055385494,0.3012740737778682,0.7167352979493277,0.6871480171237425,0.8151884362482326,0.2178371770680412,-0.0412505324295063,0.3532156374614764,-1.6407260314701528,-0.6142600050962004,-1.212580425241529,-0.5983090071157962,-1.704132399389226,-0.696250900291127,-1.5415178812045562,-0.9362014959178204,0.3521362492246969,1.107377437379287,1.295431225452104,1.6562422004859263,0.3743830434297431,0.7390511285756898,0.3646611290610709,-18.297014749350023,-18.906017119505933,-19.283728671747998,-19.121206544908382,-18.31241114998662,-19.13085800581115,-19.34623679102839,-19.22425120112884,0.5907296721114579,0.7595773817163468,0.862694809223598,0.8703975544617191,1.0332842476490622,1.0539275906979866,1.0450451511817052,1625620332.0,Normal
-0.1907476766235301,-0.2006236983488063,-0.1918730589716262,-0.2111455559392665,-0.1875380644663504,-0.1949474403814409,-0.2008938491517939,-0.2035651957507949,0.0305464823418064,0.0408066275337485,0.0440970384291135,0.0618757768242165,1.051775318578417,1.0058998482603656,1.1069364496428165,0.0283197163269542,0.0060020511937514,0.0184783898893237,0.0032649842185486,0.0306092844239322,0.0085132723538937,0.0099157188271254,0.0027637680841486,0.0225695800625939,0.0337506474794095,0.0496907275300909,0.0573323871568419,0.211938958867283,0.6524920545103183,0.1152901455951768,1.0070652738061097,1.0043854626967377,1.0203412245192482,1.006185050285216,0.9968680458819424,1.0022679790124442,1.0054870733780057,1.0053401647396587,0.0344743885628134,0.0280180075130921,0.0492806088585322,0.0529985071797969,0.9973389896572998,1.0131828105470893,0.9991259518684752,0.3360676877306032,0.553776774931506,0.2240614308134197,0.0601487700015518,0.2726369810049724,0.6057174235480146,0.2726369810049724,0.0900017135665951,0.39474849422458,0.4131506592775729,0.6329990654886449,0.6468871420538146,1.647813208913502,0.6667151856415029,0.1789781410040466,-1.041057114723759,-1.3408915730969562,-0.7565257083053866,-1.1696995976120863,-1.00469737941822,-1.235366162791732,-1.00469737941822,-1.2320212002816038,0.1902479165900988,0.4123079023259242,0.932773825615108,1.1283489746011786,1.28800961458561,0.726689917013946,1.1235690924819837,-16.949877309069407,-17.623446029209717,-18.25397051602709,-18.700265831078347,-16.897988936476075,-17.497956331142646,-18.31241114998662,-19.13085800581115,0.3579929873347209,0.8320186794768053,1.1303485030822316,1.269451911049843,1.0397388552057485,1.0769382092376505,1.1032685069096255,1625620332.0,Normal
-0.1360129228509073,-0.1633802997372187,-0.17908677318284,-0.1779080249414465,-0.1265516148131172,-0.1689419822572066,-0.175859799424991,-0.1816989319456707,0.0279677782121528,0.0400826074305133,0.0479429980744736,0.0473183609139973,1.2012115930800968,1.316689395603598,1.3080229526165184,0.0263870630943397,0.0273533897106469,0.0127970551606142,0.0204555581905777,0.0259021493163151,0.0282557168701236,0.0193712936696255,0.0182103558594617,0.0078732158939631,0.0169298707463105,0.0295366010938393,0.043348595910998,1.0366212265780552,0.4849745920893832,0.7752116299356432,1.010670103410657,1.0088676886083836,1.006480342934711,1.0179234442421,1.0054314293450677,1.0018943363063704,1.0051932561013115,1.0054592513615366,0.0170980718401877,0.0272701753356205,0.0250911185477272,0.0437270717824722,0.9982166141095982,0.9958544727287296,1.0071767640172251,1.2361918686461726,0.7861297781883878,0.7812484728363948,0.4770940402716079,1.3007966834209397,0.9146502037586616,0.9281574527465742,0.6057174235480146,0.1979098481212528,0.5477711439143235,0.4799359271794384,0.7087908323515675,0.6359286111866481,0.6319799479768351,0.3859385038619466,-0.1640204608891048,-0.6025387878064319,-0.9486012023610058,-0.6083993964513161,-0.1923757257884712,-0.6895433970519814,-1.00469737941822,-0.6895433970519814,0.3062330697086962,0.507232495427308,0.67258821365848,0.8612892332722812,3.673558680058898,5.783432123156639,3.709289640776333,-14.806143824480005,-15.878010566774709,-16.684345294299813,-17.39201384314032,-14.838041088021466,-16.11958259021764,-16.897988936476075,-17.497956331142646,0.7199656329723847,1.213323147005174,1.5485823431457033,1.821197778875928,1.0723933763578952,1.1268528451489477,1.1746484465715457,1625620332.0,Normal
-0.0619562803685819,-0.0989846016097446,-0.1295722932810064,-0.1498041499792755,-0.0523848941043345,-0.1039649694887848,-0.1265516148131172,-0.1571982989300837,0.0290710929455702,0.0467414067559569,0.0603220442988216,0.0671386362282183,1.5976524255632978,2.091350425012162,2.4179009631966437,0.052956120375825,0.0396715917350824,0.0358876332657063,0.0228368214644169,0.0555315996828988,0.0386644921228768,0.0385525418888501,0.0282557168701236,0.0105969413604194,0.0162363804020869,0.0193436991594348,0.0313810869312457,0.7491408255275595,0.6776862241987304,0.4312404553495604,1.0003279285499491,1.0054990159803032,1.006021101922239,1.00494223933852,0.98305647652656,1.0018943363063704,0.9983572432676728,1.0022679790124442,0.0256933941774309,0.0224273812050559,0.0270560761173175,0.0253832245112619,1.005169392239053,1.005691307030228,1.004612798120372,1.0865747447921943,1.1613833067191834,0.8862781003896565,0.8575800408253448,1.0221689829686502,1.2178846401544896,0.9281574527465742,0.9336898580667032,0.2215845274069496,0.2230029737971075,0.4862729938470601,0.4500092456380044,1.068848058806388,0.8156623413506227,0.7892508499167773,1.3657201311272655,0.6008498351190803,0.0535475185048005,-0.3700208689889378,1.4075601908068625,0.548958160434955,-0.1923757257884712,-0.6895433970519814,0.3989165872795653,0.8434945986849244,1.0418572359679454,1.1761506690304273,0.4399509251014252,0.0392082662357787,-0.2709346231013835,-11.938008128545588,-13.372075976512797,-14.564676420698335,-15.497761002861251,-12.36832973973372,-13.539913515022288,-14.838041088021466,-16.11958259021764,1.2346910319955808,1.7544106763096037,2.222449664829954,2.5305419939838534,1.1201262247877126,1.220025674624227,1.298186501130265,1625620332.0,Normal
-0.0050642256812808,-0.0335102530249313,-0.06767780963359,-0.098445276381075,-0.0249777600449824,-0.0395229931198094,-0.0523848941043345,-0.1039649694887848,0.056554212929905,0.0532064863923678,0.0669541847191097,0.0802205090022985,6.617053649247347,13.363900800027794,19.43935412376345,0.0972643432088992,0.0751102317923621,0.058869175559688,0.0512318107515045,0.1341475288170646,0.0634738046087818,0.0437488510898127,0.041262646723358,0.0630600151600708,0.0503511170854094,0.0473113409847556,0.0445096253525253,0.7722278207445903,0.6052492991522278,0.5267275659433753,0.890312207573204,0.9453200680615768,0.9671034131779368,0.97709387833498,0.9277346158047862,0.9809405660904112,0.9983572432676728,0.9976126445748076,0.2170381576191631,0.1640387786440969,0.1377883287334804,0.121802162132827,1.0617849109789388,1.086251996717027,1.097473302088403,1.1393073884887286,1.1129410666404618,1.154024667309032,0.9495354224144248,1.0912317266910734,1.0567003548298617,1.1349725968880393,1.0187418335268312,0.1418335054537212,0.1878920060980041,0.1999185612174863,0.4408851557892322,0.9768575872370656,1.0129177419272473,0.8334321641448907,1.364320183431612,1.3650201572794387,0.8553399512232576,0.3812406847365034,1.3744793647619526,1.3910197777844076,1.107975700056291,0.548958160434955,0.3561264456564794,0.3781279339254558,0.8038208001964755,1.0807195843570754,1.0005130568735456,0.6269349098624782,0.2794363737825722,-7.517266357405253,-9.72763724297542,-11.420472770143617,-12.802823904875064,-7.239837093111978,-9.714792358721134,-12.36832973973372,-13.539913515022288,1.0231397041384918,2.4842258051782853,3.1651887225011635,3.643972895153254,1.2940391866509735,1.5192321553024812,1.7031222915578896,1625620332.0,Normal
-0.0644418329563446,-0.0347530293188127,-0.0438207796687358,-0.0668688154642787,-0.0928031324469142,-0.0449141329025699,-0.0466059102034306,-0.0694229351623314,0.0677100355844351,0.0690864604746196,0.0602338527887309,0.0671585644795941,0.5392929984216271,0.6800051714609304,1.03766159956341,0.0631694943453314,0.0802169187771153,0.0711299859766852,0.0599442552560988,0.0577595482199779,0.0985552344289226,0.0589261407505077,0.0496402253863557,0.063036892299136,0.0653124975109512,0.0551941238259695,0.051726705637185,1.2698679894220786,1.1260179729765745,0.9489430915561716,0.9959634053202324,0.9431378064467182,0.9622011804811286,0.9743184112135106,0.9698368152294689,0.966576775776834,0.9788246556542624,0.9962525541066444,0.0571974972082747,0.1672695479492638,0.1399986038312692,0.1233421041780012,0.9469603013611436,0.9661009383891486,0.9782672797101792,1.8172286765670695,1.4782680325278992,1.3477036032826644,1.3198256696235415,1.9145869171903287,1.348772575787525,1.3087887826185427,1.3047927330197413,0.3086048858878628,0.4154168721164621,0.4068269407536883,0.3691269894540434,0.8134738635758809,0.7416257627128215,0.726284857069737,0.0237071449366661,0.6940136641841391,0.9179158198318478,0.6474317496516097,-0.0220798244800779,0.5758552143391975,1.107975700056291,0.548958160434955,0.2254751640775822,0.7335825633161736,0.715591654933635,0.791822664722096,29.274451480269107,38.71895254717808,27.309562217687148,-5.8911353491186125,-6.704200853261932,-8.448803278356484,-10.038138414887362,-5.92041738280222,-6.224978561124823,-7.239837093111978,-9.714792358721134,0.1110554759336037,1.0911689147366466,2.718307492744959,3.6399784169188782,1.1380150779025922,1.434155349973504,1.703939532876153,1625620332.0,Normal
0.0536787845884241,-0.0053815241839602,-0.0052757580164004,-0.0194458886044458,0.0682387649033131,0.0166492299047721,-0.017496929272489,-0.033021894702615,0.0385525861214207,0.0807687778788122,0.0735881264858402,0.0698216956517191,-0.1002542107691607,-0.0982838575212107,-0.362263951271343,0.1191560272125149,0.0911627607789231,0.0931966215889152,0.0831364962856426,0.1216880995429262,0.1093726869871611,0.1216880995429262,0.0838918117396073,0.0215158095357524,0.0547897151934364,0.057750067338231,0.053225885272857,0.7650704954801344,0.7821393828672965,0.6977112130246556,1.08639331906724,1.0411783621937365,0.990889643986892,0.9932492151276566,1.0971890716886668,1.0217712754539825,1.0069933961598936,0.9950249363432268,0.1421304994607415,0.1173912629074158,0.1730517361465842,0.15047231603024,0.9583806747704188,0.91209106922496,0.9142630000527292,0.6476107209543753,1.2324196987607223,1.2013822620033914,1.172680382700592,0.4939012712096735,1.5855076962037988,1.3151554176677556,1.2578791536866918,0.9319838532802992,0.9076987273911054,0.7469338742635226,0.6581633374131489,1.9030254733036565,1.85509940328494,1.8107797551165128,1.675491016776682,0.849599080856674,1.0211727817149867,1.1073096190680565,2.006164759753021,0.5555263832165761,1.107975700056291,1.2419028835948276,0.5096712215318392,0.9150952910241004,0.8120447519609968,0.7460595046910192,0.5070746857784634,0.6094767274130327,0.6608866344137757,-4.363389172307228,-5.127262260712921,-5.923930292943698,-7.427449751844169,-4.1956854858487365,-5.597995587619796,-5.92041738280222,-6.224978561124823,0.8299482311580954,0.9664759633633396,1.4970021321709983,2.973817296639636,1.1750641664634696,1.357644266649565,1.7022203288634827,1625620332.0,Normal
